	OMIM_Num	diseaseName	HPO_ID	HPO_Name
1403	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000232	Everted lower lip vermilion
1404	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000275	Narrow face
1414	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0011120	Concave nasal ridge
723	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0003202	Skeletal muscle atrophy
1410	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001947	Renal tubular acidosis
1405	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000411	Protruding ear
1409	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001875	Neutropenia
861	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0002910	Elevated hepatic transaminase
153	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0002415	Leukodystrophy
663	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001510	Growth delay
891	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0003128	Lactic acidosis
631	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001272	Cerebellar atrophy
649	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001508	Failure to thrive
32	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0000639	Nystagmus
1274	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0001298	Encephalopathy
1413	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0002719	Recurrent infections
823	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	HP:0011344	Severe global developmental delay
650	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0001508	Failure to thrive
940	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0002119	Ventriculomegaly
537	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0001332	Dystonia
1275	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0001298	Encephalopathy
932	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0002059	Cerebral atrophy
395	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0001263	Global developmental delay
549	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0002445	Tetraplegia
332	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0001250	Seizure
576	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0000252	Microcephaly
857	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0001319	Neonatal hypotonia
251	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0000007	Autosomal recessive inheritance
33	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0000639	Nystagmus
1422	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0008315	Decreased plasma free carnitine
1421	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0002161	Hyperlysinemia
1423	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0100704	Cerebral visual impairment
83	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0001257	Spasticity
672	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0001522	Death in infancy
154	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0002415	Leukodystrophy
921	616034	2,4-Dienoyl-Coa reductase deficiency	HP:0001266	Choreoathetosis
1123	616140	Leukodystrophy, hypomyelinating, 9	HP:0001310	Dysmetria
111	616140	Leukodystrophy, hypomyelinating, 9	HP:0001347	Hyperreflexia
485	616140	Leukodystrophy, hypomyelinating, 9	HP:0003828	Variable expressivity
252	616140	Leukodystrophy, hypomyelinating, 9	HP:0000007	Autosomal recessive inheritance
1154	616140	Leukodystrophy, hypomyelinating, 9	HP:0002080	Intention tremor
155	616140	Leukodystrophy, hypomyelinating, 9	HP:0002415	Leukodystrophy
1007	616140	Leukodystrophy, hypomyelinating, 9	HP:0002079	Hypoplasia of the corpus callosum
367	616140	Leukodystrophy, hypomyelinating, 9	HP:0001260	Dysarthria
294	616140	Leukodystrophy, hypomyelinating, 9	HP:0001249	Intellectual disability
84	616140	Leukodystrophy, hypomyelinating, 9	HP:0001257	Spasticity
396	616140	Leukodystrophy, hypomyelinating, 9	HP:0001263	Global developmental delay
577	616140	Leukodystrophy, hypomyelinating, 9	HP:0000252	Microcephaly
1300	616140	Leukodystrophy, hypomyelinating, 9	HP:0002071	Abnormality of extrapyramidal motor function
34	616140	Leukodystrophy, hypomyelinating, 9	HP:0000639	Nystagmus
253	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0000007	Autosomal recessive inheritance
1426	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0031358	Vegetative state
508	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0000648	Optic atrophy
112	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0001347	Hyperreflexia
85	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0001257	Spasticity
780	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0000505	Visual impairment
35	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0000639	Nystagmus
156	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0002415	Leukodystrophy
204	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0003676	Progressive
1386	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0001344	Absent speech
436	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0001290	Generalized hypotonia
477	616370	Multiple mitochondrial dysfunctions syndrome 4	HP:0002518	Abnormal periventricular white matter morphology
1429	616420	Leukodystrophy, hypomyelinating, 10	HP:0000325	Triangular face
1427	616420	Leukodystrophy, hypomyelinating, 10	HP:0000319	Smooth philtrum
833	616420	Leukodystrophy, hypomyelinating, 10	HP:0000369	Low-set ears
397	616420	Leukodystrophy, hypomyelinating, 10	HP:0001263	Global developmental delay
651	616420	Leukodystrophy, hypomyelinating, 10	HP:0001508	Failure to thrive
1134	616420	Leukodystrophy, hypomyelinating, 10	HP:0003429	CNS hypomyelination
113	616420	Leukodystrophy, hypomyelinating, 10	HP:0001347	Hyperreflexia
36	616420	Leukodystrophy, hypomyelinating, 10	HP:0000639	Nystagmus
86	616420	Leukodystrophy, hypomyelinating, 10	HP:0001257	Spasticity
1008	616420	Leukodystrophy, hypomyelinating, 10	HP:0002079	Hypoplasia of the corpus callosum
1430	616420	Leukodystrophy, hypomyelinating, 10	HP:0000343	Long philtrum
1346	616420	Leukodystrophy, hypomyelinating, 10	HP:0000494	Downslanted palpebral fissures
1431	616420	Leukodystrophy, hypomyelinating, 10	HP:0000414	Bulbous nose
1437	616420	Leukodystrophy, hypomyelinating, 10	HP:0012471	Thick vermilion border
1052	616420	Leukodystrophy, hypomyelinating, 10	HP:0000341	Narrow forehead
186	616420	Leukodystrophy, hypomyelinating, 10	HP:0003487	Babinski sign
157	616420	Leukodystrophy, hypomyelinating, 10	HP:0002415	Leukodystrophy
1334	616420	Leukodystrophy, hypomyelinating, 10	HP:0000365	Hearing impairment
1436	616420	Leukodystrophy, hypomyelinating, 10	HP:0003196	Short nose
612	616420	Leukodystrophy, hypomyelinating, 10	HP:0000582	Upslanted palpebral fissure
815	616420	Leukodystrophy, hypomyelinating, 10	HP:0008936	Axial hypotonia
1434	616420	Leukodystrophy, hypomyelinating, 10	HP:0001166	Arachnodactyly
724	616420	Leukodystrophy, hypomyelinating, 10	HP:0003202	Skeletal muscle atrophy
1073	616420	Leukodystrophy, hypomyelinating, 10	HP:0002540	Inability to walk
1387	616420	Leukodystrophy, hypomyelinating, 10	HP:0001344	Absent speech
1129	616420	Leukodystrophy, hypomyelinating, 10	HP:0002120	Cerebral cortical atrophy
333	616420	Leukodystrophy, hypomyelinating, 10	HP:0001250	Seizure
1230	616420	Leukodystrophy, hypomyelinating, 10	HP:0000253	Progressive microcephaly
974	616420	Leukodystrophy, hypomyelinating, 10	HP:0000272	Malar flattening
254	616420	Leukodystrophy, hypomyelinating, 10	HP:0000007	Autosomal recessive inheritance
205	616420	Leukodystrophy, hypomyelinating, 10	HP:0003676	Progressive
1432	616420	Leukodystrophy, hypomyelinating, 10	HP:0000463	Anteverted nares
1435	616420	Leukodystrophy, hypomyelinating, 10	HP:0002487	Hyperkinetic movements
739	616494	Leukodystrophy, hypomyelinating, 11	HP:0003593	Infantile onset
1196	616494	Leukodystrophy, hypomyelinating, 11	HP:0001336	Myoclonus
64	616494	Leukodystrophy, hypomyelinating, 11	HP:0001251	Ataxia
398	616494	Leukodystrophy, hypomyelinating, 11	HP:0001263	Global developmental delay
1110	616494	Leukodystrophy, hypomyelinating, 11	HP:0000545	Myopia
1009	616494	Leukodystrophy, hypomyelinating, 11	HP:0002079	Hypoplasia of the corpus callosum
1135	616494	Leukodystrophy, hypomyelinating, 11	HP:0003429	CNS hypomyelination
1440	616494	Leukodystrophy, hypomyelinating, 11	HP:0031936	Delayed ability to walk
962	616494	Leukodystrophy, hypomyelinating, 11	HP:0011463	Childhood onset
1439	616494	Leukodystrophy, hypomyelinating, 11	HP:0000164	Abnormality of the dentition
632	616494	Leukodystrophy, hypomyelinating, 11	HP:0001272	Cerebellar atrophy
158	616494	Leukodystrophy, hypomyelinating, 11	HP:0002415	Leukodystrophy
255	616494	Leukodystrophy, hypomyelinating, 11	HP:0000007	Autosomal recessive inheritance
1294	616494	Leukodystrophy, hypomyelinating, 11	HP:0001337	Tremor
87	616494	Leukodystrophy, hypomyelinating, 11	HP:0001257	Spasticity
652	616494	Leukodystrophy, hypomyelinating, 11	HP:0001508	Failure to thrive
295	616494	Leukodystrophy, hypomyelinating, 11	HP:0001249	Intellectual disability
1443	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0000268	Dolichocephaly
1449	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0001762	Talipes equinovarus
1453	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0008796	Externally rotated hips
1450	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0002089	Pulmonary hypoplasia
1458	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0012650	Perisylvian polymicrogyria
1457	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0012454	Unilateral wrist flexion contracture
1456	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0010945	Fetal pyelectasis
1455	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0010557	Overlapping fingers
1454	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0010292	Absent uvula
798	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0002804	Arthrogryposis multiplex congenita
1452	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0007033	Cerebellar dysplasia
1445	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0000347	Micrognathia
1451	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0006380	Knee flexion contracture
1224	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0011461	Fetal onset
256	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0000007	Autosomal recessive inheritance
941	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0002119	Ventriculomegaly
1447	616531	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	HP:0001320	Cerebellar vermis hypoplasia
1111	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0000545	Myopia
942	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0002119	Ventriculomegaly
1379	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0000518	Cataract
719	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0002878	Respiratory failure
1381	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0000556	Retinal dystrophy
1228	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0000238	Hydrocephalus
1466	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0031882	Agyria
399	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0001263	Global developmental delay
1246	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0002514	Cerebral calcification
1465	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0003560	Muscular dystrophy
159	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0002415	Leukodystrophy
1463	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0003236	Elevated circulating creatine kinase concentration
1462	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0002350	Cerebellar cyst
740	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0003593	Infantile onset
1461	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0000568	Microphthalmia
257	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0000007	Autosomal recessive inheritance
1285	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0002126	Polymicrogyria
1388	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0001344	Absent speech
1010	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0002079	Hypoplasia of the corpus callosum
710	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0002421	Poor head control
437	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0001290	Generalized hypotonia
486	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0003828	Variable expressivity
1459	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0000256	Macrocephaly
1460	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0000557	Buphthalmos
1448	616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9	HP:0001320	Cerebellar vermis hypoplasia
1473	616683	Leukodystrophy, hypomyelinating, 12	HP:0007663	Reduced visual acuity
1471	616683	Leukodystrophy, hypomyelinating, 12	HP:0007281	Developmental stagnation
1011	616683	Leukodystrophy, hypomyelinating, 12	HP:0002079	Hypoplasia of the corpus callosum
633	616683	Leukodystrophy, hypomyelinating, 12	HP:0001272	Cerebellar atrophy
1424	616683	Leukodystrophy, hypomyelinating, 12	HP:0100704	Cerebral visual impairment
1175	616683	Leukodystrophy, hypomyelinating, 12	HP:0006808	Cerebral hypomyelination
296	616683	Leukodystrophy, hypomyelinating, 12	HP:0001249	Intellectual disability
258	616683	Leukodystrophy, hypomyelinating, 12	HP:0000007	Autosomal recessive inheritance
88	616683	Leukodystrophy, hypomyelinating, 12	HP:0001257	Spasticity
992	616683	Leukodystrophy, hypomyelinating, 12	HP:0001371	Flexion contracture
1226	616683	Leukodystrophy, hypomyelinating, 12	HP:0012332	Abnormal autonomic nervous system physiology
1417	616683	Leukodystrophy, hypomyelinating, 12	HP:0012448	Delayed myelination
824	616683	Leukodystrophy, hypomyelinating, 12	HP:0011344	Severe global developmental delay
1389	616683	Leukodystrophy, hypomyelinating, 12	HP:0001344	Absent speech
1318	616683	Leukodystrophy, hypomyelinating, 12	HP:0005484	Secondary microcephaly
1163	616683	Leukodystrophy, hypomyelinating, 12	HP:0002465	Poor speech
1467	616683	Leukodystrophy, hypomyelinating, 12	HP:0000011	Neurogenic bladder
509	616683	Leukodystrophy, hypomyelinating, 12	HP:0000648	Optic atrophy
1335	616683	Leukodystrophy, hypomyelinating, 12	HP:0000365	Hearing impairment
1469	616683	Leukodystrophy, hypomyelinating, 12	HP:0002384	Focal impaired awareness seizure
943	616683	Leukodystrophy, hypomyelinating, 12	HP:0002119	Ventriculomegaly
1470	616683	Leukodystrophy, hypomyelinating, 12	HP:0005968	Temperature instability
124	616683	Leukodystrophy, hypomyelinating, 12	HP:0002019	Constipation
816	616683	Leukodystrophy, hypomyelinating, 12	HP:0008936	Axial hypotonia
334	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0001250	Seizure
578	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0000252	Microcephaly
1474	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0007204	Diffuse white matter abnormalities
259	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0000007	Autosomal recessive inheritance
160	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0002415	Leukodystrophy
741	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0003593	Infantile onset
400	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0001263	Global developmental delay
538	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0001332	Dystonia
1375	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0012736	Profound global developmental delay
1319	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0005484	Secondary microcephaly
874	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0010864	Intellectual disability, severe
37	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0000639	Nystagmus
438	616763	Leukodystrophy and acquired microcephaly with or without dystonia	HP:0001290	Generalized hypotonia
1475	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0001264	Spastic diplegia
1476	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0002154	Hyperglycinemia
1477	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0002497	Spastic ataxia
1478	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0002928	Decreased activity of the pyruvate dehydrogenase complex
187	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0003487	Babinski sign
260	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0000007	Autosomal recessive inheritance
1012	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0002079	Hypoplasia of the corpus callosum
510	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0000648	Optic atrophy
38	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0000639	Nystagmus
368	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0001260	Dysarthria
523	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0001288	Gait disturbance
781	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0000505	Visual impairment
599	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0000486	Strabismus
335	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0001250	Seizure
114	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0001347	Hyperreflexia
161	616859	Spasticity, childhood-onset, with hyperglycinemia	HP:0002415	Leukodystrophy
511	616881	Leukodystrophy, hypomyelinating, 13	HP:0000648	Optic atrophy
993	616881	Leukodystrophy, hypomyelinating, 13	HP:0001371	Flexion contracture
885	616881	Leukodystrophy, hypomyelinating, 13	HP:0002169	Clonus
89	616881	Leukodystrophy, hypomyelinating, 13	HP:0001257	Spasticity
653	616881	Leukodystrophy, hypomyelinating, 13	HP:0001508	Failure to thrive
782	616881	Leukodystrophy, hypomyelinating, 13	HP:0000505	Visual impairment
1252	616881	Leukodystrophy, hypomyelinating, 13	HP:0011968	Feeding difficulties
1418	616881	Leukodystrophy, hypomyelinating, 13	HP:0012448	Delayed myelination
39	616881	Leukodystrophy, hypomyelinating, 13	HP:0000639	Nystagmus
65	616881	Leukodystrophy, hypomyelinating, 13	HP:0001251	Ataxia
162	616881	Leukodystrophy, hypomyelinating, 13	HP:0002415	Leukodystrophy
478	616881	Leukodystrophy, hypomyelinating, 13	HP:0002518	Abnormal periventricular white matter morphology
742	616881	Leukodystrophy, hypomyelinating, 13	HP:0003593	Infantile onset
439	616881	Leukodystrophy, hypomyelinating, 13	HP:0001290	Generalized hypotonia
401	616881	Leukodystrophy, hypomyelinating, 13	HP:0001263	Global developmental delay
1390	616881	Leukodystrophy, hypomyelinating, 13	HP:0001344	Absent speech
261	616881	Leukodystrophy, hypomyelinating, 13	HP:0000007	Autosomal recessive inheritance
1145	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0001270	Motor delay
1484	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0002451	Limb dystonia
1485	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0007941	Limited extraocular movements
1181	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0100543	Cognitive impairment
825	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0011344	Severe global developmental delay
963	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0011463	Childhood onset
163	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0002415	Leukodystrophy
262	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0000007	Autosomal recessive inheritance
90	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0001257	Spasticity
1479	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0000571	Hypometric saccades
1167	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0002599	Head titubation
1187	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0000473	Torticollis
634	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0001272	Cerebellar atrophy
743	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0003593	Infantile onset
807	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0007256	Abnormal pyramidal sign
1482	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0002078	Truncal ataxia
206	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0003676	Progressive
1136	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0003429	CNS hypomyelination
1480	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0002070	Limb ataxia
353	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0001252	Hypotonia
40	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0000639	Nystagmus
115	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0001347	Hyperreflexia
369	617560	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	HP:0001260	Dysarthria
579	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0000252	Microcephaly
744	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0003593	Infantile onset
263	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0000007	Autosomal recessive inheritance
664	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0001510	Growth delay
336	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0001250	Seizure
1253	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0011968	Feeding difficulties
842	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0000580	Pigmentary retinopathy
402	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0001263	Global developmental delay
1419	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0012448	Delayed myelination
881	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0002151	Increased serum lactate
469	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0002376	Developmental regression
164	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0002415	Leukodystrophy
116	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0001347	Hyperreflexia
91	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0001257	Spasticity
1486	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0001302	Pachygyria
1464	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0003236	Elevated circulating creatine kinase concentration
207	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0003676	Progressive
944	617613	Multiple mitochondrial dysfunctions syndrome 5	HP:0002119	Ventriculomegaly
1013	617762	Leukodystrophy, progressive, early childhood-onset	HP:0002079	Hypoplasia of the corpus callosum
539	617762	Leukodystrophy, progressive, early childhood-onset	HP:0001332	Dystonia
981	617762	Leukodystrophy, progressive, early childhood-onset	HP:0000574	Thick eyebrow
165	617762	Leukodystrophy, progressive, early childhood-onset	HP:0002415	Leukodystrophy
1472	617762	Leukodystrophy, progressive, early childhood-onset	HP:0007281	Developmental stagnation
834	617762	Leukodystrophy, progressive, early childhood-onset	HP:0000369	Low-set ears
264	617762	Leukodystrophy, progressive, early childhood-onset	HP:0000007	Autosomal recessive inheritance
994	617762	Leukodystrophy, progressive, early childhood-onset	HP:0001371	Flexion contracture
1468	617762	Leukodystrophy, progressive, early childhood-onset	HP:0000011	Neurogenic bladder
609	617762	Leukodystrophy, progressive, early childhood-onset	HP:0000543	Optic disc pallor
297	617762	Leukodystrophy, progressive, early childhood-onset	HP:0001249	Intellectual disability
282	617762	Leukodystrophy, progressive, early childhood-onset	HP:0000448	Prominent nose
773	617762	Leukodystrophy, progressive, early childhood-onset	HP:0000280	Coarse facial features
92	617762	Leukodystrophy, progressive, early childhood-onset	HP:0001257	Spasticity
957	617762	Leukodystrophy, progressive, early childhood-onset	HP:0009830	Peripheral neuropathy
1489	617762	Leukodystrophy, progressive, early childhood-onset	HP:0004482	Relative macrocephaly
